om,status,prev_year,eps_yoy,rev_yoy,pe,est_price,price,symbol,name,prev_rev_yoy,prev_eps_yoy,prev_eps,date,eps,expansion,gm,advice
N/A,🌑 雙重衰退,2025,-106.78,-15.41,0.0,-36.449999999999996,54.4000015259,6680.TWO,鑫創電子,-20.75,-148.8,-1.03,2025-12,-0.29,-91.37,N/A,⚪ 數據不足
N/A,🔄 轉虧為盈,2025,-91.14,0.63,0.0,-21.45,17.2000007629,8354.TWO,冠好,-0.47,-136.75,-0.43,2025-12,0.14,-91.77,N/A,⚪ 數據不足
2.86%,📉 獲利侵蝕,2025,-29.75,62.61,26.187335092348285,113.7,198.5,3035.TW,智原,87.19,-34.95,2.01,2025-12,2.81,-92.36,42.16%,❌ 暫避觀望
N/A,🔄 轉虧為盈,2025,-97.61,-4.99,0.0,-10.2,22.0,5015.TWO,華祺,3.65,-128.23,-0.35,2025-12,0.06,-92.62,N/A,⚪ 數據不足
10.21%,🔄 轉虧為盈,2025,-63.43,29.3,0.0,-2.6999999999999993,55.2000007629,3594.TWO,磐儀,40.54,-107.04,-0.05,2025-12,0.49,-92.73,41.27%,⚪ 數據不足
7.26%,🔄 轉虧為盈,2025,-96.0,-3.11,0.0,-7.95,10.6999998093,1906.TW,寶隆,-6.91,-650.0,-0.15,2025-12,0.01,-92.89,12.71%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-112.99,-19.95,94.87805250219515,6.149999999999999,38.9000015259,6180.TWO,橘子,-21.78,-96.54,0.44,2025-12,-1.53,-93.03999999999999,N/A,❌ 暫避觀望
-18.44%,🌑 雙重衰退,2025,-114.55,-21.22,0.0,-181.2,28.3999996185,2035.TWO,唐榮,-14.97,-181.25,-3.6,2025-12,-4.72,-93.33,-14.72%,⚪ 數據不足
-1.07%,📉 獲利侵蝕,2025,-92.73,0.72,0.0,-0.30000000000000027,12.1499996185,3050.TW,鈺德,-0.77,-96.92,0.02,2025-12,0.04,-93.45,27.89%,⚪ 數據不足
5.75%,📉 獲利侵蝕,2025,-29.4,64.32,7.869525547445257,328.79999999999995,172.5,3147.TWO,大綜,80.92,10.24,5.92,2025-12,8.43,-93.72,13.87%,⚪ 中性觀察
4.08%,🔄 轉虧為盈,2025,-91.75,2.36,0.0,-1.6500000000000001,41.8499984741,3221.TWO,台嘉碩,0.54,-130.14,-0.22,2025-12,0.08,-94.11,22.57%,⚪ 數據不足
-1.26%,📉 獲利侵蝕,2025,-92.04,2.83,0.0,-97.5,15.4499998093,1338.TW,廣華-KY,5.73,-254.55,-2.0,2025-12,-2.24,-94.87,22.76%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-72.78,22.83,31.022363729744413,46.949999999999996,97.0999984741,8096.TWO,擎亞,25.43,-80.2,0.58,2025-12,0.89,-95.61,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-93.2,2.56,247.56097560975607,6.15,101.5,7402.TWO,邑錡,5.67,-95.69,0.05,2025-12,0.1,-95.76,N/A,❌ 暫避觀望
2.54%,🌑 雙重衰退,2025,-111.9,-14.15,0.0,-11.1,25.8999996185,2719.TWO,燦星旅,-14.79,-124.87,-0.47,2025-12,-0.15,-97.75,7.41%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-97.61,0.3,22.489271041158798,34.95,52.4000015259,6982.TWO,大井泵浦,-1.08,-75.94,0.64,2025-12,0.06,-97.91,N/A,❌ 暫避觀望
-4.87%,📉 獲利侵蝕,2025,-87.1,12.02,90.1470577014706,5.1,30.6499996185,4533.TWO,協易機,13.39,-96.64,0.04,2025-12,0.2,-99.11999999999999,23.68%,❌ 暫避觀望
-2.95%,🔄 轉虧為盈,2025,-94.87,5.68,112.00000000000003,3.749999999999999,28.0,3465.TWO,進泰電子,17.21,37.5,-0.1,2025-12,0.04,-100.55000000000001,20.16%,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-108.77,-7.95,0.0,-33.300000000000004,16.3999996185,6160.TWO,欣技,0.11,12.7,-0.55,2025-12,-1.19,-100.82,N/A,⚪ 數據不足
-2.06%,📉 獲利侵蝕,2025,-96.3,4.72,168.57143583761908,3.15,35.4000015259,3481.TW,群創,4.39,109.38,0.03,2025-12,0.03,-101.02,9.08%,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-122.06,-21.01,0.0,-6.15,9.5,9962.TWO,有益,-20.17,-141.07,-0.23,2025-12,-0.15,-101.05,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-72.63,29.86,0.0,-67.35000000000001,30.0,6698.TW,旭暉應材,31.33,-51.58,-1.45,2025-12,-1.65,-102.49,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,63.58,166.89,0.0,-136.64999999999998,13.6000003815,8101.TW,華冠,300.12,66.4,-2.53,2025-12,-3.15,-103.30999999999999,N/A,⚪ 數據不足
1.56%,📉 獲利侵蝕,2025,-79.55,23.93,23.488372980116278,12.900000000000002,20.2000007629,2646.TW,星宇航空,26.11,-73.33,0.16,2025-12,0.09,-103.47999999999999,13.18%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-93.62,10.0,0.0,-72.00000000000001,264.0,8027.TWO,鈦昇,-10.4,-355.88,-1.59,2025-12,-0.93,-103.62,N/A,⚪ 數據不足
N/A,🔄 轉虧為盈,2025,-90.0,16.02,0.0,-7.800000000000001,53.0,8289.TWO,泰藝,15.96,-196.0,-0.24,2025-12,0.04,-106.02,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-109.86,-3.8,0.0,-55.949999999999996,15.9499998093,5348.TWO,正能量智能,-2.76,-15.91,-1.02,2025-12,-1.49,-106.06,N/A,⚪ 數據不足
4.95%,🔄 轉虧為盈,2025,-86.55,20.89,1399.9999999999998,4.950000000000001,462.0,4768.TWO,晶呈科技,-22.96,-103.78,-0.09,2025-12,0.39,-107.44,16.79%,❌ 暫避觀望
9.33%,📉 獲利侵蝕,2025,-106.38,1.42,11.954436084916066,62.55,49.8499984741,4557.TW,永新-KY,10.25,-129.31,-2.24,2025-12,-0.67,-107.8,28.78%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-129.33,-20.79,0.0,-58.35,22.5,6130.TWO,上亞科技,-23.23,-1077.78,-1.06,2025-12,-1.72,-108.54000000000002,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-126.47,-17.71,0.0,-13.35,10.5500001907,9950.TWO,萬國通,-20.28,-150.0,-0.44,2025-12,-0.27,-108.75999999999999,N/A,⚪ 數據不足
N/A,🔄 轉虧為盈,2025,-99.01,10.22,0.0,-8.25,46.5,6542.TWO,隆中,2.29,-120.18,-0.46,2025-12,0.02,-109.23,N/A,⚪ 數據不足
N/A,🔄 轉虧為盈,2025,-90.74,19.77,0.0,-2.399999999999999,28.5,6229.TWO,研通,23.03,-103.57,-0.02,2025-12,0.05,-110.50999999999999,N/A,⚪ 數據不足
-23.08%,📉 獲利侵蝕,2025,-106.61,5.02,0.0,-226.35,52.0,1569.TWO,濱川,11.56,-163.13,-4.54,2025-12,-5.61,-111.63,-3.81%,⚪ 數據不足
-29.19%,📉 獲利侵蝕,2025,-106.98,5.53,0.0,-111.9,53.9000015259,3149.TW,正達,0.72,-272.73,-2.24,2025-12,-2.86,-112.51,-12.37%,⚪ 數據不足
30.40%,🏰 高護城河,2025,-14.42,98.42,25.837320574162682,438.9,756.0,4583.TW,台灣精銳,1.32,-15.13,12.0,2026-03,3.56,-112.84,51.18%,❌ 暫避觀望
8.05%,📉 獲利侵蝕,2025,-44.71,69.32,25.304878048780488,49.199999999999996,83.0,3528.TW,安馳,54.47,-91.89,0.27,2025-12,2.3,-114.03,12.45%,❌ 暫避觀望
2.17%,📉 獲利侵蝕,2025,-8.3,105.83,10.296684118673646,85.95,59.0,2354.TW,鴻準,166.67,-11.58,1.68,2025-12,2.32,-114.13,4.22%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-102.22,12.63,0.0,-17.700000000000003,28.7999992371,5201.TWO,凱衛,8.86,-115.29,-0.13,2025-12,-0.06,-114.85,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-76.4,39.1,2.2222222222222223,121.5,18.0,7780.TW,大研生醫*,51.38,209.41,3.44,2025-12,0.51,-115.5,N/A,⚪ 中性觀察
-6.88%,🌑 雙重衰退,2025,-117.65,-0.51,0.0,-108.3,33.5999984741,2460.TW,建通,-3.42,-247.95,-2.59,2025-12,-3.0,-117.14,3.88%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-122.86,-5.47,0.0,-20.25,54.4000015259,8047.TWO,星雲,-6.79,-140.0,-0.36,2025-12,-0.78,-117.39,N/A,⚪ 數據不足
10.37%,⚠️ 獲利稀釋,2025,12.42,130.3,2.242943548387097,148.8,22.25,2528.TW,皇普,44251.78,525.0,3.39,2025-12,3.65,-117.88000000000001,15.63%,⚪ 中性觀察
-42.60%,🌑 雙重衰退,2025,-131.88,-12.58,70.1923076923077,3.9000000000000004,18.25,3150.TW,鈺寶-創,-11.3,-73.61,0.19,2025-12,-0.22,-119.3,40.07%,❌ 暫避觀望
-2.27%,🌑 雙重衰退,2025,-129.63,-8.68,0.0,-64.05000000000001,13.9499998093,2023.TW,燁輝,-6.3,-243.9,-1.4,2025-12,-1.85,-120.94999999999999,7.45%,⚪ 數據不足
-8.09%,📉 獲利侵蝕,2025,-118.67,2.29,0.0,-18.75,30.1499996185,2230.TWO,泰茂,26.14,-103.85,-0.19,2025-12,-1.05,-120.96000000000001,2.81%,⚪ 數據不足
-10.66%,🌑 雙重衰退,2025,-128.03,-6.83,0.0,-0.8999999999999991,9.6400003433,1441.TW,大東,-3.74,-110.79,-0.26,2025-12,-0.45,-121.2,-0.79%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-140.21,-18.09,176.8749952312501,1.1999999999999993,14.1499996185,8466.TW,美吉吉-KY,-11.54,-100.0,0.0,2025-12,-0.81,-122.12,N/A,❌ 暫避觀望
-2.51%,🌑 雙重衰退,2025,-132.32,-9.81,0.0,0.0,0.0,3591.TW,艾笛森,-6.81,-127.78,-0.21,2025-12,-0.34,-122.50999999999999,21.48%,⚪ 數據不足
3.08%,🌑 雙重衰退,2025,-125.0,-2.29,0.0,-12.750000000000002,29.3500003815,2419.TW,仲琦,-2.54,-325.0,-0.17,2025-12,-0.36,-122.71,21.56%,⚪ 數據不足
-24.47%,🌑 雙重衰退,2025,-150.77,-27.73,0.0,-18.3,11.9499998093,1465.TW,偉全,-25.38,-221.43,-0.51,2025-12,-0.33,-123.04,-4.05%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-135.36,-11.74,0.0,-74.4,55.0,6494.TWO,九齊,-18.16,-174.07,-1.8,2025-12,-0.93,-123.62000000000002,N/A,⚪ 數據不足
-79.87%,🌑 雙重衰退,2025,-147.06,-22.74,0.0,-35.699999999999996,33.5999984741,3354.TWO,律勝,-25.84,-102.86,-0.71,2025-12,-0.84,-124.32000000000001,18.97%,⚪ 數據不足
-0.74%,📉 獲利侵蝕,2025,-117.39,8.52,0.0,-1.2000000000000002,67.9000015259,3663.TWO,鑫科,2.32,-128.0,-0.07,2025-12,-0.08,-125.91,2.83%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-134.86,-8.35,0.0,-33.3,12.6000003815,5202.TWO,力新,1.12,-126.76,-0.57,2025-12,-0.61,-126.51000000000002,N/A,⚪ 數據不足
-15.73%,🌑 雙重衰退,2025,-148.96,-21.77,0.0,-19.8,107.0,2231.TW,為升,-18.65,-103.64,-0.06,2025-12,-1.63,-127.19000000000001,23.65%,⚪ 數據不足
2.74%,🌑 雙重衰退,2025,-137.5,-9.83,0.0,-3.75,13.3999996185,2024.TW,志聯,-7.46,-380.0,-0.14,2025-12,-0.06,-127.67,8.85%,⚪ 數據不足
-2.95%,🌑 雙重衰退,2025,-142.57,-12.11,0.0,-399.0,46.7000007629,1583.TW,程泰,-12.06,-269.21,-5.75,2025-12,-4.83,-130.45999999999998,19.66%,⚪ 數據不足
1.24%,🌑 雙重衰退,2025,-138.3,-7.45,0.0,-30.0,27.1000003815,3390.TWO,旭軟,-10.98,-158.97,-0.72,2025-12,-0.55,-130.85000000000002,17.06%,⚪ 數據不足
-21.28%,🌑 雙重衰退,2025,-147.12,-15.24,0.0,-208.2,29.3500003815,3092.TW,鴻碩,-17.54,-174.52,-4.31,2025-12,-5.14,-131.88,1.51%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-102.7,29.21,0.0,-48.45,146.0,6693.TWO,廣閎科,27.89,-150.45,-1.12,2025-12,-0.09,-131.91,N/A,⚪ 數據不足
0.94%,📉 獲利侵蝕,2025,-130.48,2.17,0.0,-35.4,35.2000007629,2425.TW,承啟,2.41,-439.29,-0.95,2025-12,-0.32,-132.64999999999998,8.50%,⚪ 數據不足
-6.00%,🌑 雙重衰退,2025,-143.48,-9.63,0.0,-34.35,12.1000003815,1905.TW,華紙,-10.29,-1316.67,-0.85,2025-12,-0.56,-133.85,4.37%,⚪ 數據不足
-2.69%,🌑 雙重衰退,2025,-138.31,-4.36,0.0,-18.299999999999997,16.1000003815,2461.TW,光群雷,-5.52,-117.82,-0.32,2025-12,-0.61,-133.95,18.99%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-147.27,-12.93,0.0,-13.499999999999998,34.9000015259,6243.TW,迅杰,-6.38,-145.59,-0.32,2025-12,-0.52,-134.34,N/A,⚪ 數據不足
-11.28%,📉 獲利侵蝕,2025,-124.23,10.31,0.0,0.0,0.0,4923.TWO,力士,6.21,-176.51,-4.75,2025-12,-5.26,-134.54,25.62%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-141.67,-7.12,0.0,-6.75,25.8500003815,6233.TWO,旺玖,-5.88,-122.86,-0.08,2025-12,-0.16,-134.54999999999998,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-159.3,-24.27,0.0,-40.5,40.5,6609.TWO,瀧澤科,-21.06,-128.33,-0.68,2025-12,-1.53,-135.03,N/A,⚪ 數據不足
-37.72%,🌑 雙重衰退,2025,-146.49,-9.35,0.0,-54.15,31.25,3230.TWO,錦明,-10.01,-133.82,-1.15,2025-12,-1.6,-137.14000000000001,7.05%,⚪ 數據不足
-7.19%,🌑 雙重衰退,2025,-143.4,-4.4,0.0,-11.549999999999999,67.6999969482,3178.TWO,公準,-1.99,-148.57,-0.34,2025-12,-0.46,-139.0,9.34%,⚪ 數據不足
-3.16%,📉 獲利侵蝕,2025,-136.36,3.45,0.0,-45.0,30.25,2369.TW,菱生,-1.99,-321.74,-0.99,2025-12,-1.05,-139.81,2.66%,⚪ 數據不足
-5.18%,🌑 雙重衰退,2025,-147.73,-7.34,0.0,-5.7,50.7999992371,1711.TW,永光,-6.57,-150.0,-0.18,2025-12,-0.21,-140.39,17.63%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-147.37,-6.89,0.0,-27.599999999999998,14.5,8929.TWO,富堡,-8.4,-145.28,-0.48,2025-12,-0.45,-140.48000000000002,N/A,⚪ 數據不足
-0.95%,📉 獲利侵蝕,2025,-140.6,0.9,0.0,-48.300000000000004,111.5,3362.TWO,先進光,0.48,-159.18,-1.17,2025-12,-1.08,-141.5,18.28%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-142.47,-0.85,0.0,-18.000000000000004,35.5999984741,8121.TWO,越峰,-6.76,-145.45,-0.4,2025-12,-0.31,-141.62,N/A,⚪ 數據不足
-10.31%,📉 獲利侵蝕,2025,-101.39,40.53,0.0,-51.9,46.5,4419.TWO,皇家美食,58.8,-483.33,-1.05,2025-12,-1.45,-141.92000000000002,23.18%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-128.95,14.75,0.0,-15.9,25.9500007629,6283.TW,淳安,32.23,42.86,-0.2,2025-12,-0.22,-143.7,N/A,⚪ 數據不足
-7.44%,🌑 雙重衰退,2025,-164.06,-20.25,0.0,-19.8,11.0,1452.TW,宏益,-15.72,-187.18,-0.34,2025-12,-0.41,-143.81,0.28%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,38.44,182.72,0.0,0.0,400.0,7711.TW,永擎,266.16,61.47,9.3,2025-12,13.04,-144.28,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-19.19,125.8,9.497854574973909,1293.4499999999998,819.0,4966.TWO,譜瑞-KY,1.76,6.64,34.51,2026-03,6.77,-144.99,N/A,⚪ 中性觀察
-26.32%,📉 獲利侵蝕,2025,-139.68,5.44,0.0,-228.3,17.8999996185,3272.TWO,東碩,11.34,-64.09,-4.94,2025-12,-7.65,-145.12,2.51%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-152.11,-5.13,0.0,-9.000000000000002,27.8999996185,7584.TWO,樂意,1.42,-117.9,-0.75,2025-12,-1.98,-146.98000000000002,N/A,⚪ 數據不足
-33.43%,📉 獲利侵蝕,2025,-148.28,0.61,0.0,-112.5,36.3499984741,2340.TW,台亞,2.25,-265.0,-2.2,2025-12,-2.88,-148.89000000000001,-9.53%,⚪ 數據不足
-21.33%,🌑 雙重衰退,2025,-169.49,-18.58,0.0,-27.9,23.9500007629,1599.TWO,宏佳騰,-19.34,-149.46,-0.47,2025-12,-0.84,-150.91000000000003,16.92%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,18.35,170.31,0.0,-88.2,16.5,6461.TWO,益得,258.74,15.1,-1.8,2025-12,-2.57,-151.96,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-171.43,-18.05,0.0,-7.65,12.9499998093,6120.TW,達運,-19.7,-72.73,-0.17,2025-12,-0.19,-153.38,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-169.53,-15.48,0.0,-254.54999999999998,59.0,6269.TW,台郡,-19.29,-593.15,-5.09,2025-12,-6.95,-154.05,N/A,⚪ 數據不足
-6.40%,📉 獲利侵蝕,2025,-145.21,10.78,0.0,-14.85,13.5,4183.TWO,福永生技,13.79,-120.0,-0.22,2025-12,-0.33,-155.99,13.67%,⚪ 數據不足
-1.32%,🌑 雙重衰退,2025,-161.9,-5.8,0.0,-11.55,25.6000003815,2073.TWO,雄順,-3.88,-186.84,-0.33,2025-12,-0.39,-156.1,10.83%,⚪ 數據不足
-2058.21%,⚠️ 獲利稀釋,2025,0.95,157.54,0.0,-73.2,22.6499996185,4168.TWO,醣聯,190.34,8.44,-1.43,2025-12,-2.16,-156.59,19.48%,⚪ 數據不足
-12.85%,⚠️ 獲利稀釋,2025,7.63,164.26,1.0662005513895567,686.55,48.7999992371,4303.TWO,信立,332.14,176.63,10.18,2025-12,11.15,-156.63,19.64%,⚪ 中性觀察
-25.78%,🌑 雙重衰退,2025,-168.99,-11.44,0.0,-15.450000000000001,46.5999984741,4563.TWO,百德,-11.35,-85.52,0.42,2025-12,-2.67,-157.55,31.50%,⚪ 數據不足
-34.05%,📉 獲利侵蝕,2025,-100.0,58.33,12.5,24.0,20.0,3073.TWO,天方能源,100.23,-77.08,0.22,2025-12,0.0,-158.32999999999998,29.35%,⚪ 中性觀察
-1.86%,⚠️ 獲利稀釋,2025,35.21,195.34,0.0,-32.25,11.1499996185,1316.TW,上曜,192.39,-127.59,-0.74,2025-12,-0.52,-160.13,30.65%,⚪ 數據不足
-29.37%,🌑 雙重衰退,2025,-181.91,-21.25,0.0,-93.44999999999999,24.3500003815,3437.TW,榮創,-21.0,-250.0,-2.03,2025-12,-2.65,-160.66,2.13%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-165.22,-0.63,0.0,-29.099999999999998,20.1000003815,5481.TWO,新華,-0.34,-400.0,-0.65,2025-12,-0.65,-164.59,N/A,⚪ 數據不足
-19.69%,📉 獲利侵蝕,2025,-109.76,56.06,0.0,-32.7,8.9499998093,1213.TW,大飲,63.23,13.33,-0.65,2025-12,-0.85,-165.82,-3.68%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-170.91,-3.53,0.0,-18.15,16.7000007629,5344.TWO,立衛,-8.31,-186.67,-0.39,2025-12,-0.39,-167.38,N/A,⚪ 數據不足
-0.10%,🌑 雙重衰退,2025,-178.05,-10.57,0.0,-23.55,21.6499996185,1586.TWO,和勤,-13.22,-205.0,-0.46,2025-12,-0.35,-167.48000000000002,14.13%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-156.8,10.78,0.0,-52.8,727.0,6830.TW,汎銓,8.46,-174.42,-0.64,2025-12,-0.71,-167.58,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,82.98,250.8,0.0,-14.85,21.25,5345.TWO,馥鴻,148.72,80.26,-0.3,2025-12,-0.32,-167.82,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,23.4,191.86,0.0,-18.3,17.5,4950.TWO,金耘國際,693.83,-30.3,-0.43,2025-12,-0.36,-168.46,N/A,⚪ 數據不足
7.94%,🏰 高護城河,2025,-175.3,-4.59,0.0,-55.35000000000002,65.0999984741,2723.TW,美食-KY,-2.06,-295.83,-4.23,2025-12,-2.47,-170.71,59.54%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,18.71,189.52,9.610027855153202,161.55,103.5,5299.TWO,杰力,-12.32,-22.77,4.58,2026-03,1.65,-170.81,N/A,⚪ 中性觀察
-115.34%,🌑 雙重衰退,2025,-222.73,-51.69,0.0,-42.15,15.1499996185,1742.TWO,台蠟,-51.7,-171.9,-0.87,2025-12,-1.08,-171.04,11.07%,⚪ 數據不足
-51.18%,🏰 高護城河,2025,-174.64,0.59,0.0,-110.7,9.3199996948,2726.TWO,雅茗-KY,10.36,-146.32,-1.77,2025-12,-3.55,-175.23,54.90%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-194.62,-18.04,0.0,-43.65,18.9500007629,6108.TW,競國,-21.96,-140.99,-0.91,2025-12,-0.88,-176.58,N/A,⚪ 數據不足
-45.46%,🌑 雙重衰退,2025,-184.44,-7.78,0.0,-39.15,35.5,4562.TW,穎漢,3.32,-85.37,-0.76,2025-12,-1.28,-176.66,31.44%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-178.42,-1.5,0.0,-79.35000000000001,38.75,6504.TW,南六,1.7,-926.92,-2.15,2025-12,-1.09,-176.92,N/A,⚪ 數據不足
-9.00%,🌑 雙重衰退,2025,-181.82,-2.04,0.0,-12.15,24.8500003815,2401.TW,凌陽,-2.33,-163.41,-0.26,2025-12,-0.37,-179.78,45.66%,⚪ 數據不足
-9.40%,🌑 雙重衰退,2025,-188.3,-7.94,0.0,0.0,0.0,4716.TWO,大立,-8.03,-174.29,-0.82,2025-12,-0.87,-180.36,13.88%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-116.47,66.84,0.0,-42.74999999999999,39.0999984741,6103.TWO,合邦,70.32,-230.99,-0.94,2025-12,-0.56,-183.31,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,9.03,195.24,10.096510764662211,202.05000000000004,136.0,8261.TW,富鼎,6.37,19.71,5.73,2026-03,1.57,-186.21,N/A,⚪ 中性觀察
0.44%,📉 獲利侵蝕,2025,-181.25,5.77,0.0,-27.900000000000002,20.1000003815,4558.TWO,寶緯,15.71,-170.59,-0.36,2025-12,-0.39,-187.02,9.03%,⚪ 數據不足
2.89%,📉 獲利侵蝕,2025,-183.36,6.12,0.0,-60.75,29.0,2371.TW,大同,4.01,-77.78,0.65,2025-12,-5.2,-189.48000000000002,16.12%,⚪ 數據不足
-12.78%,📉 獲利侵蝕,2025,-184.48,7.56,0.0,-11.1,42.1500015259,2342.TW,茂矽,17.56,-171.88,-0.23,2025-12,-0.49,-192.04,9.49%,⚪ 數據不足
1.17%,📉 獲利侵蝕,2025,-190.0,4.75,0.0,-19.8,31.6000003815,3380.TW,明泰,1.51,-166.07,-0.37,2025-12,-0.36,-194.75,18.44%,⚪ 數據不足
-1.97%,🌑 雙重衰退,2025,-197.14,-2.21,0.0,-39.900000000000006,45.8499984741,4510.TWO,高鋒,-14.79,-190.91,-0.91,2025-12,-1.02,-194.92999999999998,14.87%,⚪ 數據不足
3.00%,📉 獲利侵蝕,2025,-186.67,8.85,0.0,-15.15,27.7999992371,3060.TW,銘異,5.01,-1633.33,-0.46,2025-12,-0.39,-195.51999999999998,13.72%,⚪ 數據不足
-0.09%,📉 獲利侵蝕,2025,-140.0,55.97,28.776978417266186,20.85,40.0,1235.TW,興泰,62.57,-60.42,0.59,2025-12,-0.03,-195.97,27.19%,❌ 暫避觀望
-19.63%,📉 獲利侵蝕,2025,-192.54,5.99,0.0,-22.2,37.9500007629,3086.TWO,華義*,2.76,-190.63,-0.58,2025-12,-0.62,-198.53,44.07%,⚪ 數據不足
1.90%,📉 獲利侵蝕,2025,-197.83,2.23,0.0,-30.3,7.1100001335,1467.TW,南緯,4.15,-297.5,-0.79,2025-12,-0.45,-200.06,23.39%,⚪ 數據不足
3.76%,🌑 雙重衰退,2025,-203.45,-3.11,0.0,-41.1,24.5499992371,1101.TW,台泥,3.59,-225.26,-1.28,2025-12,-1.6,-200.33999999999997,18.49%,⚪ 數據不足
-7.36%,🌑 雙重衰退,2025,-208.33,-5.25,0.0,-35.24999999999999,6.2300000191,3710.TWO,連展投控,-3.15,-40.0,-0.7,2025-12,-1.48,-203.08,17.49%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-275.59,-66.93,0.0,-232.95,23.2999992371,8171.TWO,天宇,-76.3,-687.23,-4.13,2025-12,-5.17,-208.65999999999997,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,674.7,885.03,0.0,0.0,0.0,7740.TW,熙特爾-創,398.67,453.41,3.22,2025-12,4.9,-210.32999999999993,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-170.37,43.01,0.0,-11.700000000000001,38.0499992371,6101.TWO,寬魚國際,84.34,-196.97,-0.32,2025-12,-0.19,-213.38,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-191.67,23.94,108.04597701149427,13.049999999999999,94.0,8374.TW,羅昇,42.77,250.0,0.7,2025-12,-0.55,-215.60999999999999,N/A,❌ 暫避觀望
-2.91%,🌑 雙重衰退,2025,-219.05,-2.43,0.0,-7.65,66.8000030518,2426.TW,鼎元,-0.87,-142.86,-0.18,2025-12,-0.25,-216.62,10.78%,⚪ 數據不足
-18.66%,🏰 高護城河,2025,-184.62,32.86,0.0,-10.200000000000001,43.3499984741,4127.TWO,天良,27.42,-206.25,-0.17,2025-12,-0.22,-217.48000000000002,56.44%,⚪ 數據不足
-38.32%,🌑 雙重衰退,2025,-234.57,-16.89,0.0,-45.150000000000006,16.3500003815,2482.TW,連宇,-15.29,-225.76,-0.83,2025-12,-1.09,-217.68,35.81%,⚪ 數據不足
-18.85%,📉 獲利侵蝕,2025,-207.69,10.12,0.0,-89.4,18.1000003815,3066.TWO,李洲,12.21,-218.25,-1.62,2025-12,-1.4,-217.81,38.23%,⚪ 數據不足
-15.47%,📉 獲利侵蝕,2025,-181.88,37.74,0.0,-134.54999999999998,10.6499996185,1312.TW,國喬,25.54,-197.87,-2.86,2025-12,-3.97,-219.62,-5.49%,⚪ 數據不足
23.35%,⚠️ 獲利稀釋,2025,6.32,230.24,10.428907168037602,255.29999999999998,177.5,1773.TW,勝一,4.01,-5.55,6.81,2026-03,2.02,-223.92000000000002,37.55%,⚪ 中性觀察
12.45%,🌑 雙重衰退,2025,-255.07,-31.12,0.0,-74.55000000000001,122.0,3535.TW,晶彩科,-63.89,-285.11,-1.74,2025-12,-1.07,-223.95,35.79%,⚪ 數據不足
-168.74%,🌑 雙重衰退,2025,-233.33,-7.04,0.0,-45.45,10.3000001907,2431.TW,聯昌,2.47,-6.25,-0.51,2025-12,-2.1,-226.29000000000002,-118.71%,⚪ 數據不足
