股號,名稱,現價,狀態,說明,開盤,最高,最低
6512.TWO,啟發電,19.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.07%，高度重合,19.7999992371,19.7999992371,19.6499996185
00882.TW,中信中國高股息,15.4899997711,均線糾撐,MA5/10/20 乖離率僅 0.91%，高度重合,15.529999733,15.6099996567,15.4799995422
6684.TWO,安格,42.7000007629,趨勢運行,股價具備方向性，未達盤整標準,44.0,44.0,42.1500015259
3546.TWO,宇峻,70.0,均線糾撐,MA5/10/20 乖離率僅 0.26%，高度重合,72.1999969482,72.1999969482,69.9000015259
00987A.TW,主動台新優勢成長,12.1300001144,均線糾撐,MA5/10/20 乖離率僅 1.00%，高度重合,12.6800003052,12.7100000381,12.1099996567
3552.TWO,同致,55.4000015259,趨勢運行,股價具備方向性，未達盤整標準,58.7999992371,59.4000015259,54.9000015259
2377.TW,微星,87.1999969482,進入盤整,ADX 為 17.55 (< 20)，市場動能趨緩,89.1999969482,89.5999984741,87.0
4583.TW,台灣精銳,632.0,均線糾撐,MA5/10/20 乖離率僅 0.56%，高度重合,646.0,655.0,629.0
3293.TWO,鈊象,755.0,均線糾撐,MA5/10/20 乖離率僅 1.42%，高度重合,775.0,775.0,755.0
7711.TW,永擎,264.5,進入盤整,ADX 為 16.49 (< 20)，市場動能趨緩,263.5,268.5,260.0
00910.TW,第一金太空衛星,58.2000007629,均線糾撐,MA5/10/20 乖離率僅 0.69%，高度重合,59.7999992371,60.2000007629,58.1500015259
2397.TW,友通,53.5,均線糾撐,MA5/10/20 乖離率僅 0.68%，高度重合,54.2999992371,54.5,53.4000015259
00678.TW,群益那斯達克生技,35.6500015259,均線糾撐,MA5/10/20 乖離率僅 0.39%，高度重合,36.0099983215,36.0099983215,35.5699996948
9960.TWO,邁達康,24.7999992371,進入盤整,ADX 為 17.76 (< 20)，市場動能趨緩,24.6000003815,24.7999992371,24.5499992371
1608.TW,華榮,31.2000007629,趨勢運行,股價具備方向性，未達盤整標準,31.8500003815,32.0999984741,31.2000007629
8279.TWO,生展,108.0,均線糾撐,MA5/10/20 乖離率僅 0.57%，高度重合,108.5,108.5,108.0
2006.TW,東和鋼鐵,69.3000030518,趨勢運行,股價具備方向性，未達盤整標準,69.3000030518,69.8000030518,68.6999969482
6715.TW,嘉基,312.0,趨勢運行,股價具備方向性，未達盤整標準,325.0,330.5,303.0
00946.TW,群益科技高息成長,9.9099998474,均線糾撐,MA5/10/20 乖離率僅 0.16%，高度重合,10.1000003815,10.1400003433,9.8800001144
3034.TW,聯詠,382.0,均線糾撐,MA5/10/20 乖離率僅 0.64%，高度重合,392.5,396.0,382.0
1595.TWO,川寶,41.0999984741,均線糾撐,MA5/10/20 乖離率僅 0.84%，高度重合,41.0499992371,42.0,41.0499992371
3588.TW,通嘉,46.3499984741,均線糾撐,MA5/10/20 乖離率僅 1.25%，高度重合,47.0,47.1500015259,46.0
4994.TW,傳奇,98.0,均線糾撐,MA5/10/20 乖離率僅 1.10%，高度重合,98.9000015259,99.3000030518,97.0999984741
2603.TW,長榮,202.5,均線糾撐,MA5/10/20 乖離率僅 1.25%，高度重合,204.0,204.5,201.0
3528.TW,安馳,63.9000015259,均線糾撐,MA5/10/20 乖離率僅 0.38%，高度重合,65.4000015259,65.4000015259,63.2999992371
6643.TWO,M31,471.0,均線糾撐,MA5/10/20 乖離率僅 0.91%，高度重合,491.0,496.5,470.5
6854.TW,錼創科技-KY創,139.0,均線糾撐,MA5/10/20 乖離率僅 1.14%，高度重合,142.0,142.5,138.0
1459.TW,聯發,11.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.20%，高度重合,11.6499996185,11.75,11.6000003815
4903.TWO,聯光通,43.8499984741,趨勢運行,股價具備方向性，未達盤整標準,44.6500015259,45.5499992371,42.5999984741
8444.TWO,綠河-KY,8.8999996185,均線糾撐,MA5/10/20 乖離率僅 0.98%，高度重合,9.0,9.1999998093,8.8800001144
8423.TWO,保綠-KY,18.4500007629,均線糾撐,MA5/10/20 乖離率僅 0.24%，高度重合,18.6000003815,18.6000003815,18.4500007629
3016.TW,嘉晶,51.0,進入盤整,ADX 為 7.71 (< 20)，市場動能趨緩,53.4000015259,53.5999984741,51.0
00852L.TW,國泰美國道瓊正2,27.6000003815,均線糾撐,MA5/10/20 乖離率僅 1.34%，高度重合,28.1800003052,28.2800006866,27.5699996948
6533.TW,晶心科,174.5,趨勢運行,股價具備方向性，未達盤整標準,178.5,181.0,174.0
00985A.TW,主動野村台灣50,15.9099998474,均線糾撐,MA5/10/20 乖離率僅 0.39%，高度重合,16.3199996948,16.3600006104,15.8800001144
6620.TWO,漢達,67.5,趨勢運行,股價具備方向性，未達盤整標準,68.5999984741,68.8000030518,67.5
9919.TW,康那香,15.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.06%，高度重合,15.75,15.75,15.5500001907
1326.TW,台化,44.9500007629,均線糾撐,MA5/10/20 乖離率僅 1.03%，高度重合,45.3499984741,45.75,44.6500015259
6517.TWO,保勝光學,56.4000015259,均線糾撐,MA5/10/20 乖離率僅 0.68%，高度重合,56.7999992371,57.0,55.5
1583.TW,程泰,43.5499992371,均線糾撐,MA5/10/20 乖離率僅 0.22%，高度重合,43.9500007629,43.9500007629,43.5499992371
00669R.TW,國泰美國道瓊反1,6.0100002289,均線糾撐,MA5/10/20 乖離率僅 0.66%，高度重合,5.9299998283,6.0199999809,5.9299998283
4919.TW,新唐,92.4000015259,進入盤整,ADX 為 11.73 (< 20)，市場動能趨緩,94.5,97.0,91.5999984741
6142.TW,友勁,9.3800001144,均線糾撐,MA5/10/20 乖離率僅 1.05%，高度重合,9.5100002289,9.5699996948,9.3500003815
2321.TW,東訊,14.75,均線糾撐,MA5/10/20 乖離率僅 1.25%，高度重合,14.75,14.75,14.75
3213.TWO,茂訊,100.0,均線糾撐,MA5/10/20 乖離率僅 0.57%，高度重合,100.0,100.5,99.5999984741
3489.TWO,森寶,23.1000003815,進入盤整,ADX 為 14.64 (< 20)，市場動能趨緩,23.25,23.25,22.7999992371
2327.TW,國巨*,246.0,均線糾撐,MA5/10/20 乖離率僅 1.31%，高度重合,256.0,257.0,245.0
6126.TWO,信音,29.0,進入盤整,ADX 為 14.29 (< 20)，市場動能趨緩,30.4500007629,30.4500007629,29.0
1473.TW,台南,23.8500003815,均線糾撐,MA5/10/20 乖離率僅 0.26%，高度重合,24.7000007629,24.7000007629,23.8500003815
8289.TWO,泰藝,35.75,趨勢運行,股價具備方向性，未達盤整標準,37.5,37.7999992371,35.5
6278.TW,台表科,94.0999984741,均線糾撐,MA5/10/20 乖離率僅 1.24%，高度重合,95.1999969482,95.1999969482,92.9000015259
5439.TWO,高技,276.5,均線糾撐,MA5/10/20 乖離率僅 1.38%，高度重合,285.0,287.0,274.5
6703.TWO,軒郁,116.5,均線糾撐,MA5/10/20 乖離率僅 0.36%，高度重合,114.0,116.5,113.5
3005.TW,神基,98.6999969482,進入盤整,ADX 為 19.56 (< 20)，市場動能趨緩,99.0,100.0,97.5
2009.TW,第一銅,39.9500007629,均線糾撐,MA5/10/20 乖離率僅 1.44%，高度重合,41.0,41.4000015259,39.9000015259
6423.TWO,億而得,81.1999969482,趨勢運行,股價具備方向性，未達盤整標準,82.0999984741,82.3000030518,80.5
2610.TW,華航,18.2000007629,均線糾撐,MA5/10/20 乖離率僅 0.74%，高度重合,18.3500003815,18.6499996185,18.2000007629
2836.TW,高雄銀,12.1499996185,均線糾撐,MA5/10/20 乖離率僅 0.20%，高度重合,12.1499996185,12.1499996185,12.1000003815
4198.TWO,欣大健康,38.0999984741,均線糾撐,MA5/10/20 乖離率僅 0.60%，高度重合,37.5,38.0999984741,37.5
2379.TW,瑞昱,488.0,均線糾撐,MA5/10/20 乖離率僅 0.65%，高度重合,488.0,493.0,484.5
4157.TWO,太景*-KY,11.3500003815,均線糾撐,MA5/10/20 乖離率僅 0.31%，高度重合,11.3999996185,11.6000003815,11.3000001907
6546.TWO,正基,68.1999969482,趨勢運行,股價具備方向性，未達盤整標準,68.5,69.5,67.5
1760.TW,寶齡富錦,65.5,均線糾撐,MA5/10/20 乖離率僅 1.19%，高度重合,63.7999992371,66.5,63.5
4552.TW,力達-KY,20.8999996185,均線糾撐,MA5/10/20 乖離率僅 1.43%，高度重合,20.5499992371,21.2000007629,20.5499992371
5398.TWO,慕康生醫,22.6000003815,趨勢運行,股價具備方向性，未達盤整標準,23.7999992371,23.7999992371,22.5
5432.TWO,新門,133.0,進入盤整,ADX 為 16.90 (< 20)，市場動能趨緩,137.5,137.5,133.0
3533.TW,嘉澤,2045.0,進入盤整,ADX 為 12.05 (< 20)，市場動能趨緩,2180.0,2190.0,2035.0
6120.TW,達運,12.8500003815,均線糾撐,MA5/10/20 乖離率僅 1.42%，高度重合,12.9499998093,13.25,12.8000001907
2882.TW,國泰金,71.8000030518,均線糾撐,MA5/10/20 乖離率僅 0.37%，高度重合,72.0999984741,72.3000030518,71.0999984741
6456.TW,GIS-KY,56.0,進入盤整,ADX 為 13.12 (< 20)，市場動能趨緩,55.4000015259,57.9000015259,55.2000007629
00981A.TW,主動統一台股增長,20.2199993134,均線糾撐,MA5/10/20 乖離率僅 0.76%，高度重合,20.9500007629,21.0900001526,20.1599998474
4737.TW,華廣,70.3000030518,進入盤整,ADX 為 18.47 (< 20)，市場動能趨緩,72.0,72.1999969482,69.1999969482
4527.TWO,方土霖,42.5999984741,均線糾撐,MA5/10/20 乖離率僅 0.55%，高度重合,42.4000015259,43.25,42.4000015259
3059.TW,華晶科,35.4000015259,均線糾撐,MA5/10/20 乖離率僅 1.37%，高度重合,36.5,36.5,35.4000015259
4541.TWO,晟田,40.75,均線糾撐,MA5/10/20 乖離率僅 0.29%，高度重合,41.9500007629,42.2000007629,40.6500015259
8450.TWO,霹靂,17.6000003815,均線糾撐,MA5/10/20 乖離率僅 0.77%，高度重合,17.8500003815,17.8500003815,17.1499996185
9924.TW,福興,45.0499992371,均線糾撐,MA5/10/20 乖離率僅 0.49%，高度重合,45.3499984741,45.3499984741,44.7999992371
4938.TW,和碩,78.0,均線糾撐,MA5/10/20 乖離率僅 1.24%，高度重合,78.8000030518,78.8000030518,77.9000015259
6265.TWO,方土昶,36.6500015259,進入盤整,ADX 為 13.03 (< 20)，市場動能趨緩,38.0,39.5,36.5
3206.TWO,志豐,41.0,趨勢運行,股價具備方向性，未達盤整標準,41.2000007629,41.4000015259,40.2999992371
5340.TWO,建榮,101.0,趨勢運行,股價具備方向性，未達盤整標準,104.0,106.5,101.0
8499.TW,鼎炫-KY,254.0,趨勢運行,股價具備方向性，未達盤整標準,265.0,265.0,248.5
00898.TW,國泰基因免疫革命,8.1099996567,均線糾撐,MA5/10/20 乖離率僅 0.44%，高度重合,8.1499996185,8.2299995422,8.1000003815
4585.TW,達明,286.0,趨勢運行,股價具備方向性，未達盤整標準,294.0,294.0,285.0
1470.TW,大統新創,21.6000003815,均線糾撐,MA5/10/20 乖離率僅 0.96%，高度重合,21.7999992371,22.0,21.6000003815
3338.TW,泰碩,60.2000007629,均線糾撐,MA5/10/20 乖離率僅 0.62%，高度重合,60.5,61.4000015259,59.7000007629
5302.TWO,太欣,10.8999996185,趨勢運行,股價具備方向性，未達盤整標準,11.0500001907,11.0500001907,10.6499996185
3702.TW,大聯大,88.0,進入盤整,ADX 為 15.87 (< 20)，市場動能趨緩,90.8000030518,90.9000015259,87.4000015259
6136.TW,富爾特,24.25,均線糾撐,MA5/10/20 乖離率僅 0.27%，高度重合,24.25,24.25,24.1000003815
2548.TW,華固,122.0,均線糾撐,MA5/10/20 乖離率僅 1.28%，高度重合,123.0,123.0,119.5
00922.TW,國泰台灣領袖50,27.4300003052,均線糾撐,MA5/10/20 乖離率僅 0.72%，高度重合,28.1700000763,28.2199993134,27.3600006104
8390.TWO,金益鼎,88.8000030518,進入盤整,ADX 為 18.80 (< 20)，市場動能趨緩,91.5999984741,91.8000030518,88.4000015259
6535.TWO,順藥,142.5,均線糾撐,MA5/10/20 乖離率僅 1.32%，高度重合,148.5,149.5,141.5
1210.TW,大成,54.7000007629,均線糾撐,MA5/10/20 乖離率僅 0.86%，高度重合,54.5999984741,55.2000007629,54.2999992371
00651R.TW,復華香港反1,5.4499998093,均線糾撐,MA5/10/20 乖離率僅 0.63%，高度重合,5.3800001144,5.4499998093,5.3800001144
3672.TWO,康聯訊,10.6999998093,趨勢運行,股價具備方向性，未達盤整標準,10.75,10.75,10.6499996185
2615.TW,萬海,78.0,均線糾撐,MA5/10/20 乖離率僅 0.76%，高度重合,79.5,79.5,77.8000030518
4807.TW,日成-KY,14.25,趨勢運行,股價具備方向性，未達盤整標準,14.3500003815,14.5500001907,14.25
2606.TW,裕民,58.5999984741,均線糾撐,MA5/10/20 乖離率僅 1.09%，高度重合,60.0,60.0,58.5
5519.TW,隆大,33.2000007629,均線糾撐,MA5/10/20 乖離率僅 0.46%，高度重合,33.2000007629,33.5,33.2000007629
1308.TW,亞聚,18.6000003815,趨勢運行,股價具備方向性，未達盤整標準,17.3999996185,19.5,16.8500003815
6768.TW,志強-KY,84.5999984741,趨勢運行,股價具備方向性，未達盤整標準,88.0,88.0,84.5
3596.TW,智易,165.0,趨勢運行,股價具備方向性，未達盤整標準,170.0,174.0,165.0
6720.TWO,久昌,165.0,均線糾撐,MA5/10/20 乖離率僅 0.91%，高度重合,172.5,173.0,165.0
8383.TWO,千附,44.2999992371,均線糾撐,MA5/10/20 乖離率僅 1.19%，高度重合,44.4500007629,44.7999992371,44.25
6895.TWO,宏碩系統,179.5,趨勢運行,股價具備方向性，未達盤整標準,183.5,187.0,174.0
6550.TW,北極星藥業-KY,19.8999996185,趨勢運行,股價具備方向性，未達盤整標準,20.1499996185,20.7999992371,19.7999992371
6753.TW,龍德造船,126.0,均線糾撐,MA5/10/20 乖離率僅 1.03%，高度重合,129.5,130.0,126.0
6651.TWO,全宇昕,87.8000030518,均線糾撐,MA5/10/20 乖離率僅 1.11%，高度重合,85.5,87.8000030518,82.5999984741
6168.TW,宏齊,26.0,趨勢運行,股價具備方向性，未達盤整標準,24.1000003815,26.0,23.2000007629
6538.TWO,倉和,72.5999984741,進入盤整,ADX 為 14.84 (< 20)，市場動能趨緩,73.5,74.5,71.8000030518
4770.TW,上品,216.5,趨勢運行,股價具備方向性，未達盤整標準,221.5,221.5,215.5
6228.TWO,全譜,23.3999996185,均線糾撐,MA5/10/20 乖離率僅 0.31%，高度重合,23.3999996185,23.3999996185,23.3999996185
2468.TW,華經,33.6500015259,趨勢運行,股價具備方向性，未達盤整標準,34.5,34.9000015259,33.6500015259
2851.TW,中再保,30.3999996185,趨勢運行,股價具備方向性，未達盤整標準,30.8500003815,30.8999996185,30.3500003815
3041.TW,揚智,21.75,進入盤整,ADX 為 16.89 (< 20)，市場動能趨緩,22.2000007629,22.6000003815,21.7000007629
2472.TW,立隆電,131.5,趨勢運行,股價具備方向性，未達盤整標準,135.5,137.0,130.0
6275.TWO,元山,46.25,趨勢運行,股價具備方向性，未達盤整標準,47.2000007629,47.2000007629,46.0999984741
6469.TWO,大樹,82.0,均線糾撐,MA5/10/20 乖離率僅 0.41%，高度重合,82.5999984741,82.6999969482,81.6999969482
6949.TW,沛爾生醫-創,562.0,均線糾撐,MA5/10/20 乖離率僅 0.46%，高度重合,578.0,578.0,556.0
6426.TW,統新,157.5,均線糾撐,MA5/10/20 乖離率僅 0.62%，高度重合,156.0,162.0,153.5
6112.TW,邁達特,42.9500007629,趨勢運行,股價具備方向性，未達盤整標準,43.7000007629,44.0,42.8499984741
1799.TWO,易威,37.7000007629,趨勢運行,股價具備方向性，未達盤整標準,37.2999992371,38.0,37.0
2601.TW,益航,5.9099998474,進入盤整,ADX 為 19.37 (< 20)，市場動能趨緩,6.0599999428,6.0599999428,5.9000000954
5272.TWO,笙科,22.0499992371,均線糾撐,MA5/10/20 乖離率僅 0.69%，高度重合,22.75,22.75,22.0499992371
6005.TW,群益證,27.75,均線糾撐,MA5/10/20 乖離率僅 0.35%，高度重合,28.2000007629,28.25,27.6499996185
3631.TWO,晟楠,27.8500003815,均線糾撐,MA5/10/20 乖離率僅 1.27%，高度重合,28.3500003815,28.5,27.3500003815
2258.TW,鴻華先進-創,27.2999992371,趨勢運行,股價具備方向性，未達盤整標準,27.2999992371,27.8999996185,27.1000003815
00948B.TWO,中信優息投資級債,9.4799995422,均線糾撐,MA5/10/20 乖離率僅 0.09%，高度重合,9.5200004578,9.529999733,9.4799995422
00902.TW,中信電池及儲能,14.0600004196,均線糾撐,MA5/10/20 乖離率僅 0.25%，高度重合,14.3299999237,14.3599996567,14.029999733
2449.TW,京元電子,259.0,趨勢運行,股價具備方向性，未達盤整標準,284.0,284.0,255.5
6613.TWO,朋億*,208.5,趨勢運行,股價具備方向性，未達盤整標準,208.0,210.0,206.0
2702.TW,華園,12.8000001907,趨勢運行,股價具備方向性，未達盤整標準,12.4499998093,12.8000001907,12.1999998093
2616.TW,山隆,16.25,趨勢運行,股價具備方向性，未達盤整標準,16.3500003815,16.6499996185,16.1499996185
00917.TW,中信特選金融,20.5,均線糾撐,MA5/10/20 乖離率僅 0.12%，高度重合,20.5200004578,20.6499996185,20.4799995422
5443.TWO,均豪,99.8000030518,均線糾撐,MA5/10/20 乖離率僅 0.78%，高度重合,101.5,103.0,99.8000030518
3167.TW,大量,445.5,進入盤整,ADX 為 8.27 (< 20)，市場動能趨緩,418.0,445.5,416.0
6579.TW,研揚,113.5,均線糾撐,MA5/10/20 乖離率僅 0.70%，高度重合,115.0,115.0,112.5
3611.TWO,鼎翰,186.0,均線糾撐,MA5/10/20 乖離率僅 0.55%，高度重合,185.5,186.0,185.0
6219.TWO,富旺,14.6000003815,均線糾撐,MA5/10/20 乖離率僅 0.67%，高度重合,14.6000003815,14.6499996185,14.4499998093
2892.TW,第一金,28.3999996185,均線糾撐,MA5/10/20 乖離率僅 0.56%，高度重合,28.4500007629,28.6000003815,28.2999992371
6997.TWO,博弘,80.8000030518,均線糾撐,MA5/10/20 乖離率僅 0.59%，高度重合,80.8000030518,80.8000030518,80.8000030518
2889.TW,國票金,14.9499998093,進入盤整,ADX 為 9.73 (< 20)，市場動能趨緩,15.0,15.1499996185,14.9499998093
3713.TWO,新晶投控,14.0,進入盤整,ADX 為 17.67 (< 20)，市場動能趨緩,14.1999998093,14.8000001907,13.6999998093
2014.TW,中鴻,18.2999992371,均線糾撐,MA5/10/20 乖離率僅 0.99%，高度重合,18.6000003815,18.7000007629,18.2000007629
2438.TW,翔耀,22.5,趨勢運行,股價具備方向性，未達盤整標準,23.5,23.5499992371,22.4500007629
2231.TW,為升,112.0,趨勢運行,股價具備方向性，未達盤整標準,119.0,119.5,111.0
2354.TW,鴻準,51.4000015259,均線糾撐,MA5/10/20 乖離率僅 1.12%，高度重合,52.7999992371,52.9000015259,51.2999992371
5523.TWO,豐謙,29.3999996185,均線糾撐,MA5/10/20 乖離率僅 0.80%，高度重合,29.1000003815,29.3999996185,29.1000003815
8442.TW,威宏-KY,51.7000007629,趨勢運行,股價具備方向性，未達盤整標準,53.4000015259,53.4000015259,51.2999992371
8054.TWO,安國,92.0,進入盤整,ADX 為 19.56 (< 20)，市場動能趨緩,95.1999969482,96.4000015259,92.0
3680.TWO,家登,375.0,均線糾撐,MA5/10/20 乖離率僅 0.67%，高度重合,380.0,388.0,375.0
00666R.TW,富邦�琤肭磪齯�1,9.3999996185,均線糾撐,MA5/10/20 乖離率僅 0.66%，高度重合,9.3199996948,9.3999996185,9.2899999619
00761B.TWO,國泰A級公司債,34.7599983215,均線糾撐,MA5/10/20 乖離率僅 0.11%，高度重合,34.9000015259,34.9000015259,34.7599983215
4171.TWO,瑞基,18.8999996185,均線糾撐,MA5/10/20 乖離率僅 0.21%，高度重合,19.8999996185,19.9500007629,18.8500003815
6541.TW,泰福-KY,41.9000015259,均線糾撐,MA5/10/20 乖離率僅 0.93%，高度重合,41.3499984741,42.9500007629,41.3499984741
3150.TW,鈺寶-創,17.8500003815,趨勢運行,股價具備方向性，未達盤整標準,17.4500007629,18.1000003815,17.1499996185
4154.TWO,樂威科-KY,14.5,趨勢運行,股價具備方向性，未達盤整標準,14.5,14.6499996185,14.5
7738.TWO,東聯互動,183.5,均線糾撐,MA5/10/20 乖離率僅 0.74%，高度重合,182.0,185.0,182.0
8093.TWO,保銳,21.0,均線糾撐,MA5/10/20 乖離率僅 0.88%，高度重合,19.5499992371,21.0,19.5499992371
5348.TWO,正能量智能,17.1000003815,均線糾撐,MA5/10/20 乖離率僅 0.15%，高度重合,17.1000003815,17.1000003815,17.1000003815
1904.TW,正隆,18.7999992371,趨勢運行,股價具備方向性，未達盤整標準,18.7999992371,18.8999996185,18.4500007629
5371.TWO,中光電,74.0,進入盤整,ADX 為 15.11 (< 20)，市場動能趨緩,76.5,76.6999969482,73.4000015259
3541.TWO,西柏,24.1499996185,均線糾撐,MA5/10/20 乖離率僅 0.47%，高度重合,24.2999992371,24.2999992371,24.1499996185
1512.TW,瑞利,7.5799999237,均線糾撐,MA5/10/20 乖離率僅 0.24%，高度重合,7.8299999237,7.9200000763,7.5300002098
00939.TW,統一台灣高息動能,15.1999998093,均線糾撐,MA5/10/20 乖離率僅 0.67%，高度重合,15.5200004578,15.6199998856,15.1899995804
