om,eps_yoy,eps,name,price,advice,symbol,gm,prev_eps,prev_rev_yoy,prev_year,rev_yoy,status,date,pe,expansion,est_price,prev_eps_yoy
2.74%,-137.5,-0.06,志聯,13.8999996185,⚪ 數據不足,2024.TW,8.85%,-0.14,-7.46,2025,-9.83,🌑 雙重衰退,2025-12,0.0,-127.67,-3.75,-380.0
-2.95%,-142.57,-4.83,程泰,49.0,⚪ 數據不足,1583.TW,19.66%,-5.75,-12.06,2025,-12.11,🌑 雙重衰退,2025-12,0.0,-130.45999999999998,-399.0,-269.21
1.24%,-138.3,-0.55,旭軟,27.75,⚪ 數據不足,3390.TWO,17.06%,-0.72,-10.98,2025,-7.45,🌑 雙重衰退,2025-12,0.0,-130.85000000000002,-30.0,-158.97
-21.28%,-147.12,-5.14,鴻碩,30.25,⚪ 數據不足,3092.TW,1.51%,-4.31,-17.54,2025,-15.24,🌑 雙重衰退,2025-12,0.0,-131.88,-208.2,-174.52
N/A,-102.7,-0.09,廣閎科,156.0,⚪ 數據不足,6693.TWO,N/A,-1.12,27.89,2025,29.21,📉 獲利侵蝕,2025-12,0.0,-131.91,-48.45,-150.45
0.94%,-130.48,-0.32,承啟,32.9000015259,⚪ 數據不足,2425.TW,8.50%,-0.95,2.41,2025,2.17,📉 獲利侵蝕,2025-12,0.0,-132.64999999999998,-35.4,-439.29
-6.00%,-143.48,-0.56,華紙,12.3999996185,⚪ 數據不足,1905.TW,4.37%,-0.85,-10.29,2025,-9.63,🌑 雙重衰退,2025-12,0.0,-133.85,-34.35,-1316.67
-2.69%,-138.31,-0.61,光群雷,15.9499998093,⚪ 數據不足,2461.TW,18.99%,-0.32,-5.52,2025,-4.36,🌑 雙重衰退,2025-12,0.0,-133.95,-18.299999999999997,-117.82
N/A,-147.27,-0.52,迅杰,34.4500007629,⚪ 數據不足,6243.TW,N/A,-0.32,-6.38,2025,-12.93,🌑 雙重衰退,2025-12,0.0,-134.34,-13.499999999999998,-145.59
-11.28%,-124.23,-5.26,力士,0.0,⚪ 數據不足,4923.TWO,25.62%,-4.75,6.21,2025,10.31,📉 獲利侵蝕,2025-12,0.0,-134.54,0.0,-176.51
N/A,-141.67,-0.16,旺玖,26.5,⚪ 數據不足,6233.TWO,N/A,-0.08,-5.88,2025,-7.12,🌑 雙重衰退,2025-12,0.0,-134.54999999999998,-6.75,-122.86
N/A,-159.3,-1.53,瀧澤科,43.2999992371,⚪ 數據不足,6609.TWO,N/A,-0.68,-21.06,2025,-24.27,🌑 雙重衰退,2025-12,0.0,-135.03,-40.5,-128.33
-37.72%,-146.49,-1.6,錦明,32.5499992371,⚪ 數據不足,3230.TWO,7.05%,-1.15,-10.01,2025,-9.35,🌑 雙重衰退,2025-12,0.0,-137.14000000000001,-54.15,-133.82
-7.19%,-143.4,-0.46,公準,67.1999969482,⚪ 數據不足,3178.TWO,9.34%,-0.34,-1.99,2025,-4.4,🌑 雙重衰退,2025-12,0.0,-139.0,-11.549999999999999,-148.57
-3.16%,-136.36,-1.05,菱生,31.0,⚪ 數據不足,2369.TW,2.66%,-0.99,-1.99,2025,3.45,📉 獲利侵蝕,2025-12,0.0,-139.81,-45.0,-321.74
-5.18%,-147.73,-0.21,永光,54.2000007629,⚪ 數據不足,1711.TW,17.63%,-0.18,-6.57,2025,-7.34,🌑 雙重衰退,2025-12,0.0,-140.39,-5.7,-150.0
N/A,-147.37,-0.45,富堡,14.3500003815,⚪ 數據不足,8929.TWO,N/A,-0.48,-8.4,2025,-6.89,🌑 雙重衰退,2025-12,0.0,-140.48000000000002,-27.599999999999998,-145.28
-0.95%,-140.6,-1.08,先進光,102.0,⚪ 數據不足,3362.TWO,18.28%,-1.17,0.48,2025,0.9,📉 獲利侵蝕,2025-12,0.0,-141.5,-48.300000000000004,-159.18
N/A,-142.47,-0.31,越峰,33.8499984741,⚪ 數據不足,8121.TWO,N/A,-0.4,-6.76,2025,-0.85,🌑 雙重衰退,2025-12,0.0,-141.62,-18.000000000000004,-145.45
-10.31%,-101.39,-1.45,皇家美食,47.7999992371,⚪ 數據不足,4419.TWO,23.18%,-1.05,58.8,2025,40.53,📉 獲利侵蝕,2025-12,0.0,-141.92000000000002,-51.9,-483.33
N/A,-128.95,-0.22,淳安,25.1000003815,⚪ 數據不足,6283.TW,N/A,-0.2,32.23,2025,14.75,📉 獲利侵蝕,2025-12,0.0,-143.7,-15.9,42.86
-7.44%,-164.06,-0.41,宏益,11.0500001907,⚪ 數據不足,1452.TW,0.28%,-0.34,-15.72,2025,-20.25,🌑 雙重衰退,2025-12,0.0,-143.81,-19.8,-187.18
N/A,38.44,13.04,永擎,420.5,⚪ 數據不足,7711.TW,N/A,9.3,266.16,2025,182.72,⚠️ 獲利稀釋,2025-12,0.0,-144.28,0.0,61.47
N/A,-19.19,6.77,譜瑞-KY,735.0,⚪ 中性觀察,4966.TWO,N/A,34.51,1.76,2025,125.8,📉 獲利侵蝕,2026-03,8.523715644207353,-144.99,1293.4499999999998,6.64
-26.32%,-139.68,-7.65,東碩,18.4500007629,⚪ 數據不足,3272.TWO,2.51%,-4.94,11.34,2025,5.44,📉 獲利侵蝕,2025-12,0.0,-145.12,-228.3,-64.09
N/A,-152.11,-1.98,樂意,32.7999992371,⚪ 數據不足,7584.TWO,N/A,-0.75,1.42,2025,-5.13,🌑 雙重衰退,2025-12,0.0,-146.98000000000002,-9.000000000000002,-117.9
-33.43%,-148.28,-2.88,台亞,37.3499984741,⚪ 數據不足,2340.TW,-9.53%,-2.2,2.25,2025,0.61,📉 獲利侵蝕,2025-12,0.0,-148.89000000000001,-112.5,-265.0
-21.33%,-169.49,-0.84,宏佳騰,24.4500007629,⚪ 數據不足,1599.TWO,16.92%,-0.47,-19.34,2025,-18.58,🌑 雙重衰退,2025-12,0.0,-150.91000000000003,-27.9,-149.46
N/A,18.35,-2.57,益得,16.7999992371,⚪ 數據不足,6461.TWO,N/A,-1.8,258.74,2025,170.31,⚠️ 獲利稀釋,2025-12,0.0,-151.96,-88.2,15.1
N/A,-171.43,-0.19,達運,12.8000001907,⚪ 數據不足,6120.TW,N/A,-0.17,-19.7,2025,-18.05,🌑 雙重衰退,2025-12,0.0,-153.38,-7.65,-72.73
N/A,-169.53,-6.95,台郡,58.0,⚪ 數據不足,6269.TW,N/A,-5.09,-19.29,2025,-15.48,🌑 雙重衰退,2025-12,0.0,-154.05,-254.54999999999998,-593.15
-6.40%,-145.21,-0.33,福永生技,13.6499996185,⚪ 數據不足,4183.TWO,13.67%,-0.22,13.79,2025,10.78,📉 獲利侵蝕,2025-12,0.0,-155.99,-14.85,-120.0
-1.32%,-161.9,-0.39,雄順,26.8999996185,⚪ 數據不足,2073.TWO,10.83%,-0.33,-3.88,2025,-5.8,🌑 雙重衰退,2025-12,0.0,-156.1,-11.55,-186.84
-2058.21%,0.95,-2.16,醣聯,22.3999996185,⚪ 數據不足,4168.TWO,19.48%,-1.43,190.34,2025,157.54,⚠️ 獲利稀釋,2025-12,0.0,-156.59,-73.2,8.44
-12.85%,7.63,11.15,信立,52.0,⚪ 中性觀察,4303.TWO,19.64%,10.18,332.14,2025,164.26,⚠️ 獲利稀釋,2025-12,1.1361153594057243,-156.63,686.55,176.63
-25.78%,-168.99,-2.67,百德,50.2999992371,⚪ 數據不足,4563.TWO,31.50%,0.42,-11.35,2025,-11.44,🌑 雙重衰退,2025-12,0.0,-157.55,-15.450000000000001,-85.52
-34.05%,-100.0,0.0,天方能源,21.1000003815,⚪ 中性觀察,3073.TWO,29.35%,0.22,100.23,2025,58.33,📉 獲利侵蝕,2025-12,13.187500238437499,-158.32999999999998,24.0,-77.08
-1.86%,35.21,-0.52,上曜,11.4499998093,⚪ 數據不足,1316.TW,30.65%,-0.74,192.39,2025,195.34,⚠️ 獲利稀釋,2025-12,0.0,-160.13,-32.25,-127.59
-29.37%,-181.91,-2.65,榮創,25.7000007629,⚪ 數據不足,3437.TW,2.13%,-2.03,-21.0,2025,-21.25,🌑 雙重衰退,2025-12,0.0,-160.66,-93.44999999999999,-250.0
N/A,-165.22,-0.65,新華,20.6000003815,⚪ 數據不足,5481.TWO,N/A,-0.65,-0.34,2025,-0.63,🌑 雙重衰退,2025-12,0.0,-164.59,-29.099999999999998,-400.0
-19.69%,-109.76,-0.85,大飲,9.0,⚪ 數據不足,1213.TW,-3.68%,-0.65,63.23,2025,56.06,📉 獲利侵蝕,2025-12,0.0,-165.82,-32.7,13.33
N/A,-170.91,-0.39,立衛,16.6499996185,⚪ 數據不足,5344.TWO,N/A,-0.39,-8.31,2025,-3.53,🌑 雙重衰退,2025-12,0.0,-167.38,-18.15,-186.67
-0.10%,-178.05,-0.35,和勤,21.6499996185,⚪ 數據不足,1586.TWO,14.13%,-0.46,-13.22,2025,-10.57,🌑 雙重衰退,2025-12,0.0,-167.48000000000002,-23.55,-205.0
N/A,-156.8,-0.71,汎銓,754.0,⚪ 數據不足,6830.TW,N/A,-0.64,8.46,2025,10.78,📉 獲利侵蝕,2025-12,0.0,-167.58,-52.8,-174.42
N/A,82.98,-0.32,馥鴻,21.8500003815,⚪ 數據不足,5345.TWO,N/A,-0.3,148.72,2025,250.8,⚠️ 獲利稀釋,2025-12,0.0,-167.82,-14.85,80.26
N/A,23.4,-0.36,金耘國際,16.7000007629,⚪ 數據不足,4950.TWO,N/A,-0.43,693.83,2025,191.86,⚠️ 獲利稀釋,2025-12,0.0,-168.46,-18.3,-30.3
7.94%,-175.3,-2.47,美食-KY,68.0,⚪ 數據不足,2723.TW,59.54%,-4.23,-2.06,2025,-4.59,🏰 高護城河,2025-12,0.0,-170.71,-55.35000000000002,-295.83
N/A,18.71,1.65,杰力,98.5,⚪ 中性觀察,5299.TWO,N/A,4.58,-12.32,2025,189.52,⚠️ 獲利稀釋,2026-03,9.145775301764159,-170.81,161.55,-22.77
-115.34%,-222.73,-1.08,台蠟,15.75,⚪ 數據不足,1742.TWO,11.07%,-0.87,-51.7,2025,-51.69,🌑 雙重衰退,2025-12,0.0,-171.04,-42.15,-171.9
-51.18%,-174.64,-3.55,雅茗-KY,10.1000003815,⚪ 數據不足,2726.TWO,54.90%,-1.77,10.36,2025,0.59,🏰 高護城河,2025-12,0.0,-175.23,-110.7,-146.32
N/A,-194.62,-0.88,競國,20.0,⚪ 數據不足,6108.TW,N/A,-0.91,-21.96,2025,-18.04,🌑 雙重衰退,2025-12,0.0,-176.58,-43.65,-140.99
-45.46%,-184.44,-1.28,穎漢,37.2000007629,⚪ 數據不足,4562.TW,31.44%,-0.76,3.32,2025,-7.78,🌑 雙重衰退,2025-12,0.0,-176.66,-39.15,-85.37
N/A,-178.42,-1.09,南六,40.75,⚪ 數據不足,6504.TW,N/A,-2.15,1.7,2025,-1.5,🌑 雙重衰退,2025-12,0.0,-176.92,-79.35000000000001,-926.92
-9.00%,-181.82,-0.37,凌陽,25.6499996185,⚪ 數據不足,2401.TW,45.66%,-0.26,-2.33,2025,-2.04,🌑 雙重衰退,2025-12,0.0,-179.78,-12.15,-163.41
-9.40%,-188.3,-0.87,大立,0.0,⚪ 數據不足,4716.TWO,13.88%,-0.82,-8.03,2025,-7.94,🌑 雙重衰退,2025-12,0.0,-180.36,0.0,-174.29
N/A,-116.47,-0.56,合邦,40.0,⚪ 數據不足,6103.TWO,N/A,-0.94,70.32,2025,66.84,📉 獲利侵蝕,2025-12,0.0,-183.31,-42.74999999999999,-230.99
N/A,9.03,1.57,富鼎,135.0,⚪ 中性觀察,8261.TW,N/A,5.73,6.37,2025,195.24,⚠️ 獲利稀釋,2026-03,10.022271714922047,-186.21,202.05000000000004,19.71
0.44%,-181.25,-0.39,寶緯,20.3500003815,⚪ 數據不足,4558.TWO,9.03%,-0.36,15.71,2025,5.77,📉 獲利侵蝕,2025-12,0.0,-187.02,-27.900000000000002,-170.59
2.89%,-183.36,-5.2,大同,30.5499992371,⚪ 數據不足,2371.TW,16.12%,0.65,4.01,2025,6.12,📉 獲利侵蝕,2025-12,0.0,-189.48000000000002,-60.75,-77.78
-12.78%,-184.48,-0.49,茂矽,43.0499992371,⚪ 數據不足,2342.TW,9.49%,-0.23,17.56,2025,7.56,📉 獲利侵蝕,2025-12,0.0,-192.04,-11.1,-171.88
1.17%,-190.0,-0.36,明泰,32.2000007629,⚪ 數據不足,3380.TW,18.44%,-0.37,1.51,2025,4.75,📉 獲利侵蝕,2025-12,0.0,-194.75,-19.8,-166.07
-1.97%,-197.14,-1.02,高鋒,47.1500015259,⚪ 數據不足,4510.TWO,14.87%,-0.91,-14.79,2025,-2.21,🌑 雙重衰退,2025-12,0.0,-194.92999999999998,-39.900000000000006,-190.91
3.00%,-186.67,-0.39,銘異,28.5499992371,⚪ 數據不足,3060.TW,13.72%,-0.46,5.01,2025,8.85,📉 獲利侵蝕,2025-12,0.0,-195.51999999999998,-15.15,-1633.33
-0.09%,-140.0,-0.03,興泰,44.7999992371,❌ 暫避觀望,1235.TW,27.19%,0.59,62.57,2025,55.97,📉 獲利侵蝕,2025-12,32.23021527848921,-195.97,20.85,-60.42
-19.63%,-192.54,-0.62,華義*,40.0499992371,⚪ 數據不足,3086.TWO,44.07%,-0.58,2.76,2025,5.99,📉 獲利侵蝕,2025-12,0.0,-198.53,-22.2,-190.63
1.90%,-197.83,-0.45,南緯,7.1500000954,⚪ 數據不足,1467.TW,23.39%,-0.79,4.15,2025,2.23,📉 獲利侵蝕,2025-12,0.0,-200.06,-30.3,-297.5
3.76%,-203.45,-1.6,台泥,25.3999996185,⚪ 數據不足,1101.TW,18.49%,-1.28,3.59,2025,-3.11,🌑 雙重衰退,2025-12,0.0,-200.33999999999997,-41.1,-225.26
-7.36%,-208.33,-1.48,連展投控,6.0100002289,⚪ 數據不足,3710.TWO,17.49%,-0.7,-3.15,2025,-5.25,🌑 雙重衰退,2025-12,0.0,-203.08,-35.24999999999999,-40.0
N/A,-275.59,-5.17,天宇,24.0499992371,⚪ 數據不足,8171.TWO,N/A,-4.13,-76.3,2025,-66.93,🌑 雙重衰退,2025-12,0.0,-208.65999999999997,-232.95,-687.23
N/A,674.7,4.9,熙特爾-創,0.0,⚪ 數據不足,7740.TW,N/A,3.22,398.67,2025,885.03,⚠️ 獲利稀釋,2025-12,0.0,-210.32999999999993,0.0,453.41
N/A,-170.37,-0.19,寬魚國際,38.7000007629,⚪ 數據不足,6101.TWO,N/A,-0.32,84.34,2025,43.01,📉 獲利侵蝕,2025-12,0.0,-213.38,-11.700000000000001,-196.97
N/A,-191.67,-0.55,羅昇,89.5,❌ 暫避觀望,8374.TW,N/A,0.7,42.77,2025,23.94,📉 獲利侵蝕,2025-12,102.87356321839081,-215.60999999999999,13.049999999999999,250.0
-2.91%,-219.05,-0.25,鼎元,66.6999969482,⚪ 數據不足,2426.TW,10.78%,-0.18,-0.87,2025,-2.43,🌑 雙重衰退,2025-12,0.0,-216.62,-7.65,-142.86
-18.66%,-184.62,-0.22,天良,43.75,⚪ 數據不足,4127.TWO,56.44%,-0.17,27.42,2025,32.86,🏰 高護城河,2025-12,0.0,-217.48000000000002,-10.200000000000001,-206.25
-38.32%,-234.57,-1.09,連宇,16.75,⚪ 數據不足,2482.TW,35.81%,-0.83,-15.29,2025,-16.89,🌑 雙重衰退,2025-12,0.0,-217.68,-45.150000000000006,-225.76
-18.85%,-207.69,-1.4,李洲,18.4500007629,⚪ 數據不足,3066.TWO,38.23%,-1.62,12.21,2025,10.12,📉 獲利侵蝕,2025-12,0.0,-217.81,-89.4,-218.25
-15.47%,-181.88,-3.97,國喬,11.8000001907,⚪ 數據不足,1312.TW,-5.49%,-2.86,25.54,2025,37.74,📉 獲利侵蝕,2025-12,0.0,-219.62,-134.54999999999998,-197.87
23.35%,6.32,2.02,勝一,176.0,⚪ 中性觀察,1773.TW,37.55%,6.81,4.01,2025,230.24,⚠️ 獲利稀釋,2026-03,10.340775558166863,-223.92000000000002,255.29999999999998,-5.55
12.45%,-255.07,-1.07,晶彩科,126.0,⚪ 數據不足,3535.TW,35.79%,-1.74,-63.89,2025,-31.12,🌑 雙重衰退,2025-12,0.0,-223.95,-74.55000000000001,-285.11
-168.74%,-233.33,-2.1,聯昌,10.5500001907,⚪ 數據不足,2431.TW,-118.71%,-0.51,2.47,2025,-7.04,🌑 雙重衰退,2025-12,0.0,-226.29000000000002,-45.45,-6.25
N/A,-48.33,0.31,天品,100.5,❌ 暫避觀望,6199.TWO,N/A,0.45,100.01,2025,178.46,📉 獲利侵蝕,2025-12,436.9565217391304,-226.79000000000002,3.4500000000000006,-33.82
-2.89%,50.0,1.53,矽統,61.0,⚪ 中性觀察,2363.TW,27.33%,1.46,572.93,2025,281.98,⚠️ 獲利稀釋,2025-12,14.558472553699282,-231.98000000000002,62.85000000000001,37.74
10.47%,-234.62,-0.35,華園,13.8999996185,⚪ 數據不足,2702.TW,89.24%,-0.61,-3.8,2025,-2.27,🏰 高護城河,2025-12,0.0,-232.35,-24.0,-284.85
N/A,-244.52,-5.34,霹靂,16.0,⚪ 數據不足,8450.TWO,N/A,-3.03,-11.93,2025,-9.3,🌑 雙重衰退,2025-12,0.0,-235.22,-175.79999999999998,-288.46
N/A,-244.44,-0.26,能率,42.0,⚪ 數據不足,5392.TWO,N/A,-0.39,-7.88,2025,-7.8,🌑 雙重衰退,2025-12,0.0,-236.64,-21.599999999999998,-378.57
N/A,-291.67,-0.71,合騏*,34.5,⚪ 數據不足,8937.TWO,N/A,-1.63,-51.29,2025,-50.21,🌑 雙重衰退,2025-12,0.0,-241.46,-64.2,-800.0
N/A,-150.36,-4.2,雲豹能源,86.9000015259,⚪ 數據不足,6869.TW,N/A,1.57,108.47,2025,96.9,📉 獲利侵蝕,2025-12,0.0,-247.26000000000002,-35.099999999999994,51.96
-32.66%,-265.31,-1.79,福裕,14.75,⚪ 數據不足,4513.TWO,8.95%,-1.15,-19.02,2025,-15.54,🌑 雙重衰退,2025-12,0.0,-249.77,-67.35000000000001,-238.24
-7.17%,-270.99,-4.64,敦泰,57.5999984741,⚪ 數據不足,3545.TW,20.78%,1.55,-11.59,2025,-17.79,🌑 雙重衰退,2025-12,0.0,-253.20000000000002,-16.95,-16.29
N/A,-276.79,-1.02,錼創科技-KY創,145.5,⚪ 數據不足,6854.TW,N/A,-3.06,-18.05,2025,-23.56,🌑 雙重衰退,2025-12,0.0,-253.23000000000002,-124.35000000000001,-451.85
-3.37%,-266.0,-0.84,盟立,120.0,⚪ 數據不足,2464.TW,17.62%,-0.58,-6.86,2025,-10.95,🌑 雙重衰退,2025-12,0.0,-255.05,-29.849999999999998,-352.17
N/A,-258.33,-0.86,高端疫苗,48.9000015259,⚪ 數據不足,6547.TWO,N/A,-0.44,-2.24,2025,1.24,📉 獲利侵蝕,2025-12,0.0,-259.57,-25.95,-144.44
N/A,-328.07,-1.32,麗升能源,34.0,⚪ 數據不足,8087.TWO,N/A,-1.16,-65.94,2025,-67.66,🌑 雙重衰退,2025-12,0.0,-260.40999999999997,-50.85,-670.0
-26.13%,36.07,-0.78,浩泰,35.2999992371,⚪ 數據不足,4131.TWO,34.86%,-0.43,257.45,2025,297.52,⚠️ 獲利稀釋,2025-12,0.0,-261.45,-22.95,61.95
N/A,-250.0,-0.03,久正,0.0,⚪ 數據不足,6167.TWO,N/A,0.01,20.36,2025,13.22,📉 獲利侵蝕,2025-12,0.0,-263.22,0.0,111.11
N/A,-269.57,-0.79,GIS-KY,66.5999984741,⚪ 數據不足,6456.TW,N/A,-0.37,1.28,2025,-4.58,🌑 雙重衰退,2025-12,0.0,-264.99,-21.900000000000002,-68.18
N/A,-280.2,-1.82,巨虹,44.7000007629,⚪ 數據不足,8084.TWO,N/A,-1.03,1.31,2025,-10.9,🌑 雙重衰退,2025-12,0.0,-269.3,-46.800000000000004,-5250.0
N/A,-272.92,-1.68,鑫禾,20.9500007629,⚪ 數據不足,4999.TW,N/A,-1.35,-0.79,2025,-0.19,🌑 雙重衰退,2025-12,0.0,-272.73,-65.10000000000001,-348.15
N/A,-280.56,-2.38,日盛台駿,19.0,⚪ 數據不足,6958.TW,N/A,-1.71,-6.06,2025,-7.09,🌑 雙重衰退,2025-12,0.0,-273.47,-78.15,-248.7
1.18%,-273.08,-0.97,風青,22.0,⚪ 數據不足,2061.TWO,7.75%,-1.08,3.9,2025,1.18,📉 獲利侵蝕,2025-12,0.0,-274.26,-48.599999999999994,-550.0
N/A,-264.86,-2.44,尼得科超眾,154.0,⚪ 數據不足,6230.TW,N/A,-1.3,11.27,2025,11.94,📉 獲利侵蝕,2025-12,0.0,-276.8,-55.650000000000006,-395.45
-10.82%,-281.76,-6.62,正崴,39.1500015259,⚪ 數據不足,2392.TW,-1.63%,-4.81,6.06,2025,-3.44,🌑 雙重衰退,2025-12,0.0,-278.32,-194.85,-266.67
N/A,-283.87,-1.14,明基材,0.0,⚪ 數據不足,8215.TW,N/A,-0.12,-1.11,2025,-4.0,🌑 雙重衰退,2025-12,0.0,-279.87,0.0,-125.0
N/A,-246.15,-0.65,凱鈺,18.1499996185,⚪ 數據不足,5468.TWO,N/A,-0.23,17.37,2025,36.88,📉 獲利侵蝕,2025-12,0.0,-283.03000000000003,-15.0,-43.75
-20.14%,-300.0,-0.56,官田鋼,9.1499996185,⚪ 數據不足,2017.TW,-2.98%,-0.31,-14.15,2025,-16.67,🌑 雙重衰退,2025-12,0.0,-283.33,-15.9,-162.5
N/A,-280.95,-0.8,光鋐,45.3499984741,⚪ 數據不足,4956.TW,N/A,-1.03,6.45,2025,4.19,📉 獲利侵蝕,2025-12,0.0,-285.14,-45.60000000000001,-836.36
N/A,-320.93,-1.81,寶得利,7.5500001907,⚪ 數據不足,5301.TWO,N/A,-0.96,-45.83,2025,-35.62,🌑 雙重衰退,2025-12,0.0,-285.31,-49.2,-317.39
-0.44%,-286.84,-1.42,易飛網,15.6000003815,⚪ 數據不足,2734.TWO,15.72%,-1.11,-2.52,2025,2.6,📉 獲利侵蝕,2025-12,0.0,-289.44,-52.2,-161.67
-20.55%,-64.15,-0.87,台端,19.9500007629,⚪ 數據不足,3432.TW,13.78%,-0.59,214.23,2025,229.42,📉 獲利侵蝕,2025-12,0.0,-293.57,-31.200000000000003,-13.46
N/A,-300.0,-0.3,凌巨,13.4499998093,⚪ 數據不足,8105.TW,N/A,-0.56,1.65,2025,-1.96,🌑 雙重衰退,2025-12,0.0,-298.04,-19.950000000000003,-1966.67
0.47%,-315.38,-0.29,中鋼,18.6000003815,⚪ 數據不足,2002.TW,4.83%,-0.27,-11.74,2025,-12.03,🌑 雙重衰退,2025-12,0.0,-303.35,-9.75,-316.67
N/A,-287.38,-1.93,訊達,21.6000003815,⚪ 數據不足,6140.TWO,N/A,-1.16,54.34,2025,26.96,📉 獲利侵蝕,2025-12,0.0,-314.34,-54.449999999999996,-227.47
N/A,-326.32,-0.43,亞電,40.0999984741,⚪ 數據不足,4939.TWO,N/A,-0.53,-8.78,2025,-8.05,🌑 雙重衰退,2025-12,0.0,-318.27,-24.9,-282.76
9.15%,-6.49,3.6,信邦,302.0,⚪ 中性觀察,3023.TW,23.64%,13.02,-6.24,2025,314.69,📉 獲利侵蝕,2026-03,8.96408429801128,-321.18,505.34999999999997,-11.43
5.69%,-272.65,-7.93,偉訓,77.6999969482,⚪ 數據不足,3032.TW,19.78%,-2.17,49.41,2025,51.16,📉 獲利侵蝕,2025-12,0.0,-323.80999999999995,-174.29999999999998,-155.38
N/A,-338.6,-1.35,雷笛克光學,16.4500007629,⚪ 數據不足,5230.TWO,N/A,-1.28,-15.82,2025,-14.66,🌑 雙重衰退,2025-12,0.0,-323.94,-63.75,-348.08
-991.43%,-373.33,-1.29,東華,18.7999992371,⚪ 數據不足,1418.TW,208.69%,-2.24,-49.95,2025,-48.0,🏰 高護城河,2025-12,0.0,-325.33,-86.10000000000001,-42.67
N/A,-337.5,-1.13,威力暘-創,14.8999996185,⚪ 數據不足,6988.TW,N/A,-0.21,-11.17,2025,-10.48,🌑 雙重衰退,2025-12,0.0,-327.02,-22.049999999999997,-136.84
27.02%,126.0,0.34,宏易,25.4500007629,⚪ 數據不足,4530.TWO,52.20%,-0.24,345.21,2025,455.57,🔄 轉虧為盈,2025-12,0.0,-329.57,-2.2499999999999996,64.71
-39.60%,-245.95,-0.54,永捷,14.8000001907,❌ 暫避觀望,4714.TWO,-12.82%,0.36,97.17,2025,85.08,📉 獲利侵蝕,2025-12,21.142857415285718,-331.03,10.5,157.14
N/A,-348.39,-1.61,易發,88.0,⚪ 數據不足,6425.TWO,N/A,-2.58,-24.91,2025,-16.91,🌑 雙重衰退,2025-12,0.0,-331.47999999999996,-103.8,-932.26
6.20%,-338.6,-2.0,及成,46.5999984741,⚪ 數據不足,3095.TWO,20.83%,-2.83,1.73,2025,6.53,📉 獲利侵蝕,2025-12,0.0,-345.13,-127.35000000000001,-438.6
-12.62%,-365.71,-1.63,益航,4.9699997902,⚪ 數據不足,2601.TW,102.69%,-0.34,-12.6,2025,-7.78,🏰 高護城河,2025-12,0.0,-357.93,-35.699999999999996,-126.67
N/A,-355.0,-1.83,芯鼎,54.0,⚪ 數據不足,6695.TW,N/A,-1.86,18.92,2025,10.49,📉 獲利侵蝕,2025-12,0.0,-365.49,-88.35000000000001,-101.09
N/A,-381.82,-0.53,通泰,27.7999992371,⚪ 數據不足,5487.TWO,N/A,-0.57,-14.05,2025,-15.49,🌑 雙重衰退,2025-12,0.0,-366.33,-25.2,-850.0
N/A,-347.22,-1.61,久陽,15.3999996185,⚪ 數據不足,5011.TWO,N/A,-1.24,32.39,2025,22.39,📉 獲利侵蝕,2025-12,0.0,-369.61,-58.35,-369.57
-2.86%,-380.0,-0.56,海光,14.0500001907,⚪ 數據不足,2038.TW,-0.64%,-0.12,-3.5,2025,-8.24,🌑 雙重衰退,2025-12,0.0,-371.76,-1.200000000000001,-160.0
N/A,-433.33,-6.24,元晶,41.4000015259,⚪ 數據不足,6443.TW,N/A,-1.9,-61.4,2025,-59.56,🌑 雙重衰退,2025-12,0.0,-373.77,-135.9,-1457.14
-2.95%,-388.89,-0.78,力麗,5.9600000381,⚪ 數據不足,1444.TW,4.59%,-0.68,-12.7,2025,-13.99,🌑 雙重衰退,2025-12,0.0,-374.9,-27.450000000000003,-361.54
-3.20%,-381.05,-2.67,科風,20.1499996185,⚪ 數據不足,3043.TW,24.04%,-0.51,8.88,2025,-3.21,🌑 雙重衰退,2025-12,0.0,-377.84000000000003,-49.5,-198.08
-6.90%,-410.42,-1.48,飛宏,25.5,⚪ 數據不足,2457.TW,21.21%,-0.97,-5.83,2025,-10.11,🌑 雙重衰退,2025-12,0.0,-400.31,-58.2,-296.0
N/A,-406.38,-1.44,華凌,18.5499992371,⚪ 數據不足,6916.TW,N/A,-0.98,-1.55,2025,-0.19,🌑 雙重衰退,2025-12,0.0,-406.19,-49.95,-526.09
N/A,-404.84,-3.88,匯鑽科,60.9000015259,⚪ 數據不足,8431.TWO,N/A,-2.44,11.78,2025,2.63,📉 獲利侵蝕,2025-12,0.0,-407.46999999999997,-111.30000000000001,-844.83
N/A,-3.0,2.29,瑞儀,104.0,⚪ 中性觀察,6176.TW,N/A,9.4,-5.52,2025,404.8,📉 獲利侵蝕,2026-03,4.478897502153315,-407.8,348.3,-40.24
N/A,-394.74,-1.14,常珵,51.9000015259,⚪ 數據不足,8097.TWO,N/A,-0.86,42.23,2025,19.38,📉 獲利侵蝕,2025-12,0.0,-414.12,-42.0,-504.76
N/A,-425.64,-2.05,吉源-KY,10.0,⚪ 數據不足,8488.TW,N/A,-1.75,-8.07,2025,-7.28,🌑 雙重衰退,2025-12,0.0,-418.36,-86.25,-75.0
